id,time,temp,wv,humi
108,2021-02-09 01:43,-5.1,1.7,50.3
108,2021-02-09 01:44,-5.1,1.4,50.1
108,2021-02-09 01:45,-5.1,1.4,51.2
108,2021-02-09 01:46,-5.2,1.8,50.8
108,2021-02-09 01:47,-5.2,1.4,51
108,2021-02-09 01:48,-5.2,1.2,50.4
108,2021-02-09 01:49,-5.2,1.1,49.7
108,2021-02-09 01:50,-5.2,1.9,50.7
108,2021-02-09 01:51,-5.2,1.9,50.4
108,2021-02-09 01:52,-5.2,1,50.5
108,2021-02-09 01:53,-5.2,1.9,50
108,2021-02-09 01:54,-5.2,1.7,49.6
108,2021-02-09 01:55,-5.2,1.3,50
108,2021-02-09 01:56,-5.3,1,50
108,2021-02-09 01:57,-5.3,1.4,50.1
108,2021-02-09 01:58,-5.3,1.3,50.1
108,2021-02-09 01:59,-5.3,1.1,50
108,2021-02-09 02:00,-5.3,.9,49.9
108,2021-02-09 02:01,-5.4,1.3,50.4
108,2021-02-09 02:02,-5.4,1.4,50.2
108,2021-02-09 02:03,-5.4,1.1,49.8
108,2021-02-09 02:04,-5.4,.4,49.8
108,2021-02-09 02:05,-5.4,.7,49.8
108,2021-02-09 02:06,-5.4,.4,50.4
108,2021-02-09 02:07,-5.4,1.1,50.2
108,2021-02-09 02:08,-5.4,1.4,50.6
108,2021-02-09 02:09,-5.4,.8,50.8
108,2021-02-09 02:10,-5.4,1.1,50.7
108,2021-02-09 02:11,-5.4,.8,50.1
108,2021-02-09 02:12,-5.4,.4,50.8
108,2021-02-09 02:13,-5.4,1.4,51.3
108,2021-02-09 02:14,-5.4,2,51
108,2021-02-09 02:15,-5.4,.9,50.7
108,2021-02-09 02:16,-5.5,.9,50.8
108,2021-02-09 02:17,-5.5,1.6,51.4
108,2021-02-09 02:18,-5.5,1.2,50.5
108,2021-02-09 02:19,-5.5,1,51.1
108,2021-02-09 02:20,-5.5,.6,50.8
108,2021-02-09 02:21,-5.5,1,51.1
108,2021-02-09 02:22,-5.5,.7,51.2
108,2021-02-09 02:23,-5.6,.5,51.2
108,2021-02-09 02:24,-5.6,.8,51.1
108,2021-02-09 02:25,-5.6,.8,51.1
108,2021-02-09 02:26,-5.6,1,51.5
108,2021-02-09 02:27,-5.6,1.6,51.3
108,2021-02-09 02:28,-5.6,1.4,52.2
108,2021-02-09 02:29,-5.6,1.9,51.5
108,2021-02-09 02:30,-5.5,1.6,52
108,2021-02-09 02:31,-5.5,1.1,51.8
108,2021-02-09 02:32,-5.5,.9,52
108,2021-02-09 02:33,-5.5,1.5,51.7
108,2021-02-09 02:34,-5.5,1.4,52.3
108,2021-02-09 02:35,-5.5,1,51.6
108,2021-02-09 02:36,-5.5,1.2,52
108,2021-02-09 02:37,-5.5,.7,51.8
108,2021-02-09 02:38,-5.5,.8,51.5
108,2021-02-09 02:39,-5.5,1.2,51.6
108,2021-02-09 02:40,-5.6,.9,51.8
108,2021-02-09 02:41,-5.5,1.5,52.3
108,2021-02-09 02:42,-5.5,1.9,52
108,2021-02-09 02:43,-5.5,1.6,52.2
108,2021-02-09 02:44,-5.5,1.2,51.6
108,2021-02-09 02:45,-5.5,.9,52
108,2021-02-09 02:46,-5.5,1,52.5
108,2021-02-09 02:47,-5.5,1,52.6
108,2021-02-09 02:48,-5.5,.6,53.1
108,2021-02-09 02:49,-5.6,.9,53.3
108,2021-02-09 02:50,-5.6,1.1,53.1
108,2021-02-09 02:51,-5.6,1.2,53
108,2021-02-09 02:52,-5.6,.8,53.6
108,2021-02-09 02:53,-5.6,.6,53.2
108,2021-02-09 02:54,-5.6,.5,52.9
108,2021-02-09 02:55,-5.7,.2,52.8
108,2021-02-09 02:56,-5.7,.5,53.1
108,2021-02-09 02:57,-5.7,.9,53.3
108,2021-02-09 02:58,-5.7,.9,52.9
108,2021-02-09 02:59,-5.7,.6,52.5
108,2021-02-09 03:00,-5.7,.4,52.7
108,2021-02-09 03:01,-5.7,.6,52.6
108,2021-02-09 03:02,-5.8,.9,53.1
108,2021-02-09 03:03,-5.8,.8,53.5
108,2021-02-09 03:04,-5.7,.7,53.9
108,2021-02-09 03:05,-5.7,1,53.4
108,2021-02-09 03:06,-5.7,.5,53.2
108,2021-02-09 03:07,-5.7,1.1,53.2
108,2021-02-09 03:08,-5.7,.9,53.8
108,2021-02-09 03:09,-5.8,.5,53.2
108,2021-02-09 03:10,-5.8,.1,53.5
108,2021-02-09 03:11,-5.8,.1,54.1
108,2021-02-09 03:12,-5.8,.3,53.9
108,2021-02-09 03:13,-5.8,.3,53.6
108,2021-02-09 03:14,-5.8,.5,53.6
108,2021-02-09 03:15,-5.8,.8,53.3
108,2021-02-09 03:16,-5.8,.6,53.1
108,2021-02-09 03:17,-5.8,.3,53.7
108,2021-02-09 03:18,-5.8,.7,53.8
108,2021-02-09 03:19,-5.8,1.4,54.8
108,2021-02-09 03:20,-5.8,1.2,54.1
108,2021-02-09 03:21,-5.8,1.3,53.5
108,2021-02-09 03:22,-5.8,1.5,53.3
108,2021-02-09 03:23,-5.8,.9,53.4
108,2021-02-09 03:24,-5.9,.4,53.5
108,2021-02-09 03:25,-5.9,.2,53.5
108,2021-02-09 03:26,-5.9,.4,53.8
108,2021-02-09 03:27,-5.9,.7,53.6
108,2021-02-09 03:28,-5.9,1.1,53.3
108,2021-02-09 03:29,-5.9,1.2,53.7
108,2021-02-09 03:30,-5.9,.9,54
108,2021-02-09 03:31,-6,1.1,53.9
108,2021-02-09 03:32,-6,.7,53.6
108,2021-02-09 03:33,-6,.5,53.6
108,2021-02-09 03:34,-6,.6,54.9
108,2021-02-09 03:35,-6,.8,54.1
108,2021-02-09 03:36,-6,.7,54.4
108,2021-02-09 03:37,-6,1,54.3
108,2021-02-09 03:38,-5.9,1.2,54.3
108,2021-02-09 03:39,-6,.9,54.9
108,2021-02-09 03:40,-5.9,1.1,55.5
108,2021-02-09 03:41,-5.9,.8,55.5
108,2021-02-09 03:42,-5.9,.9,55
108,2021-02-09 03:43,-6,.9,54.7
108,2021-02-09 03:44,-6,.9,55.1
108,2021-02-09 03:45,-6,.4,55.6
108,2021-02-09 03:46,-5.9,1,55.5
108,2021-02-09 03:47,-5.9,.4,55.4
108,2021-02-09 03:48,-5.9,.4,56.8
108,2021-02-09 03:49,-6,.7,55.7
108,2021-02-09 03:50,-6,.6,55.7
108,2021-02-09 03:51,-6,.5,56.2
108,2021-02-09 03:52,-6,.3,56.1
108,2021-02-09 03:53,-6,.4,55.6
108,2021-02-09 03:54,-6,.2,55.5
108,2021-02-09 03:55,-6,.4,56
108,2021-02-09 03:56,-6,.9,56.2
108,2021-02-09 03:57,-6,1,56.8
108,2021-02-09 03:58,-6,1.3,56.3
108,2021-02-09 03:59,-6,1.5,56.3
108,2021-02-09 04:00,-5.9,1.1,56.4
108,2021-02-09 04:01,-5.9,.8,56.4
108,2021-02-09 04:02,-5.9,1.5,56.7
108,2021-02-09 04:03,-6,1.1,56.7
108,2021-02-09 04:04,-6,.9,56.5
108,2021-02-09 04:05,-6,.6,56.5
108,2021-02-09 04:06,-6,1.2,56.2
108,2021-02-09 04:07,-6,1.1,56.4
108,2021-02-09 04:08,-6,1.1,56.3
108,2021-02-09 04:09,-6,1.2,56.8
108,2021-02-09 04:10,-6,.4,56.6
108,2021-02-09 04:11,-6,.9,56.1
108,2021-02-09 04:12,-6,.7,57
108,2021-02-09 04:13,-6,.4,57
108,2021-02-09 04:14,-6,.4,57.1
108,2021-02-09 04:15,-6.1,.3,56.4
108,2021-02-09 04:16,-6,0,57
108,2021-02-09 04:17,-6,.3,57
108,2021-02-09 04:18,-6,.7,57.2
108,2021-02-09 04:19,-6,.5,58
108,2021-02-09 04:20,-6,.5,57.9
108,2021-02-09 04:21,-6,.4,57.4
108,2021-02-09 04:22,-6,.6,57.7
108,2021-02-09 04:23,-6,.3,57.6
108,2021-02-09 04:24,-6,.3,57.5
108,2021-02-09 04:25,-6,.2,57.9
108,2021-02-09 04:26,-6,.3,57.8
108,2021-02-09 04:27,-6.1,.4,58
108,2021-02-09 04:28,-6.1,.8,57.6
108,2021-02-09 04:29,-6.1,.6,57.6
108,2021-02-09 04:30,-6.1,.2,57.6
108,2021-02-09 04:31,-6.1,.1,58.3
108,2021-02-09 04:32,-6.1,.4,57.9
108,2021-02-09 04:33,-6.1,.6,58.1
108,2021-02-09 04:34,-6.1,.6,58.5
108,2021-02-09 04:35,-6.1,.3,58.9
108,2021-02-09 04:36,-6.1,.2,58.2
108,2021-02-09 04:37,-6.1,.4,58.4
108,2021-02-09 04:38,-6.1,1,59.1
108,2021-02-09 04:39,-6.1,.7,59.1
108,2021-02-09 04:40,-6.1,.4,59.6
108,2021-02-09 04:41,-6.1,.4,59.2
108,2021-02-09 04:42,-6,.9,58.7
108,2021-02-09 04:43,-6,.6,58.9
108,2021-02-09 04:44,-6,.4,59
108,2021-02-09 04:45,-6,0,59.5
108,2021-02-09 04:46,-6,.3,59.4
108,2021-02-09 04:47,-6,.6,59.7
108,2021-02-09 04:48,-6,.5,59.5
108,2021-02-09 04:49,-6,.5,60.3
108,2021-02-09 04:50,-6,.2,60.5
108,2021-02-09 04:51,-6,.2,60.6
108,2021-02-09 04:52,-6,.6,59.7
108,2021-02-09 04:53,-6,.4,59.9
108,2021-02-09 04:54,-6,.4,60.1
108,2021-02-09 04:55,-6,.5,59.6
108,2021-02-09 04:56,-6,.9,59.9
108,2021-02-09 04:57,-6,.4,61
108,2021-02-09 04:58,-5.9,1,60
108,2021-02-09 04:59,-5.9,1.3,60.2
108,2021-02-09 05:00,-5.9,1.1,60.3
108,2021-02-09 05:01,-5.9,1,60.5
108,2021-02-09 05:02,-5.8,1.1,60
108,2021-02-09 05:03,-5.8,1.4,60.1
108,2021-02-09 05:04,-5.8,1.1,60
108,2021-02-09 05:05,-5.8,1,60.4
108,2021-02-09 05:06,-5.8,1.5,60.1
108,2021-02-09 05:07,-5.8,.8,59.7
108,2021-02-09 05:08,-5.8,1,59.6
108,2021-02-09 05:09,-5.8,.9,59.9
108,2021-02-09 05:10,-5.8,1.5,60.4
108,2021-02-09 05:11,-5.7,1.7,60.3
108,2021-02-09 05:12,-5.7,1.5,60.5
108,2021-02-09 05:13,-5.7,1.1,60.1
108,2021-02-09 05:14,-5.7,1.7,60
108,2021-02-09 05:15,-5.7,1.5,59.9
108,2021-02-09 05:16,-5.7,1.3,61
108,2021-02-09 05:17,-5.7,1.2,60.1
108,2021-02-09 05:18,-5.7,1.1,60
108,2021-02-09 05:19,-5.7,1.1,60.2
108,2021-02-09 05:20,-5.7,1.2,60
108,2021-02-09 05:21,-5.7,1,59.9
108,2021-02-09 05:22,-5.7,.8,60.7
108,2021-02-09 05:23,-5.7,1,60.5
108,2021-02-09 05:24,-5.7,1,59.9
108,2021-02-09 05:25,-5.7,1,60.1
108,2021-02-09 05:26,-5.7,1.1,60.6
108,2021-02-09 05:27,-5.6,1.1,60.4
108,2021-02-09 05:28,-5.7,1,59.9
108,2021-02-09 05:29,-5.7,1.5,59.7
108,2021-02-09 05:30,-5.7,1,59.9
108,2021-02-09 05:31,-5.7,1.2,59.7
108,2021-02-09 05:32,-5.7,1.3,60.5
108,2021-02-09 05:33,-5.7,1.2,59.5
108,2021-02-09 05:34,-5.7,1.4,59.6
108,2021-02-09 05:35,-5.7,1.1,59.6
108,2021-02-09 05:36,-5.7,.7,59.9
108,2021-02-09 05:37,-5.7,1.3,59.6
108,2021-02-09 05:38,-5.7,1.3,59.5
108,2021-02-09 05:39,-5.7,.9,59.6
108,2021-02-09 05:40,-5.7,1.1,60.2
108,2021-02-09 05:41,-5.6,1.3,59.7
108,2021-02-09 05:42,-5.6,1.6,60.8
108,2021-02-09 05:43,-5.5,1.6,61
108,2021-02-09 05:44,-5.5,1.4,60.7
108,2021-02-09 05:45,-5.5,1.2,60.5
108,2021-02-09 05:46,-5.5,1.2,60
108,2021-02-09 05:47,-5.5,1.3,60.8
108,2021-02-09 05:48,-5.5,1.2,61.1
108,2021-02-09 05:49,-5.5,1.2,60.4
108,2021-02-09 05:50,-5.5,.9,60.2
108,2021-02-09 05:51,-5.5,1.1,60
108,2021-02-09 05:52,-5.5,.9,60.3
108,2021-02-09 05:53,-5.5,.9,59.8
108,2021-02-09 05:54,-5.5,1,59.7
108,2021-02-09 05:55,-5.5,1.2,60
108,2021-02-09 05:56,-5.6,.8,59.8
108,2021-02-09 05:57,-5.6,.7,59.4
108,2021-02-09 05:58,-5.6,.7,59.8
108,2021-02-09 05:59,-5.6,1,60.4
108,2021-02-09 06:00,-5.6,1,60.5
108,2021-02-09 06:01,-5.6,1.4,60.4
108,2021-02-09 06:02,-5.7,1.3,60.2
108,2021-02-09 06:03,-5.7,1.2,60.1
108,2021-02-09 06:04,-5.7,.7,60
108,2021-02-09 06:05,-5.7,.6,60.2
108,2021-02-09 06:06,-5.7,1.5,60.3
108,2021-02-09 06:07,-5.7,.7,60.5
108,2021-02-09 06:08,-5.7,.5,60.1
108,2021-02-09 06:09,-5.7,.5,60.7
108,2021-02-09 06:10,-5.6,.7,60.6
108,2021-02-09 06:11,-5.7,.7,60.1
108,2021-02-09 06:12,-5.6,1.1,60.6
108,2021-02-09 06:13,-5.6,1,61.3
108,2021-02-09 06:14,-5.6,1,61.6
108,2021-02-09 06:15,-5.6,1.2,61.9
108,2021-02-09 06:16,-5.6,1.6,61.6
108,2021-02-09 06:17,-5.6,1.3,61
108,2021-02-09 06:18,-5.6,.9,61.1
108,2021-02-09 06:19,-5.5,.8,60.9
108,2021-02-09 06:20,-5.6,.9,61.3
108,2021-02-09 06:21,-5.6,1.1,61
108,2021-02-09 06:22,-5.6,1.2,61.2
108,2021-02-09 06:23,-5.6,.9,61.3
108,2021-02-09 06:24,-5.6,.8,61.6
108,2021-02-09 06:25,-5.6,1.1,61.3
108,2021-02-09 06:26,-5.6,1.5,61.6
108,2021-02-09 06:27,-5.6,.9,61.1
108,2021-02-09 06:28,-5.6,.4,61.5
108,2021-02-09 06:29,-5.6,.8,61.1
108,2021-02-09 06:30,-5.6,.9,61.9
108,2021-02-09 06:31,-5.6,.9,62.1
108,2021-02-09 06:32,-5.6,1.1,61.5
108,2021-02-09 06:33,-5.7,1.1,61.4
108,2021-02-09 06:34,-5.7,1.2,61.3
108,2021-02-09 06:35,-5.7,1.3,61.2
108,2021-02-09 06:36,-5.7,1,61.9
108,2021-02-09 06:37,-5.7,1.1,61.7
108,2021-02-09 06:38,-5.7,1.3,61.6
108,2021-02-09 06:39,-5.8,1.5,62.4
108,2021-02-09 06:40,-5.8,1.4,62.4
108,2021-02-09 06:41,-5.8,1.5,63
108,2021-02-09 06:42,-5.8,1.2,62.7
108,2021-02-09 06:43,-5.8,1,62.2
108,2021-02-09 06:44,-5.8,.8,62.4
108,2021-02-09 06:45,-5.8,.6,63.4
108,2021-02-09 06:46,-5.8,.9,63.1
108,2021-02-09 06:47,-5.8,.6,62.3
108,2021-02-09 06:48,-5.8,.5,62.2
108,2021-02-09 06:49,-5.8,.5,62.7
108,2021-02-09 06:50,-5.8,.2,62.4
108,2021-02-09 06:51,-5.8,0,62.5
108,2021-02-09 06:52,-5.8,0,62.4
108,2021-02-09 06:53,-5.8,0,62.7
108,2021-02-09 06:54,-5.8,.2,62.7
108,2021-02-09 06:55,-5.8,.7,62.9
108,2021-02-09 06:56,-5.8,1,63.5
108,2021-02-09 06:57,-5.7,1.3,63.1
108,2021-02-09 06:58,-5.7,1.4,64.1
108,2021-02-09 06:59,-5.7,1.3,64.7
108,2021-02-09 07:00,-5.6,1.5,64.9
108,2021-02-09 07:01,-5.6,1.2,64.3
108,2021-02-09 07:02,-5.6,1.5,64.1
108,2021-02-09 07:03,-5.6,1.5,63.6
108,2021-02-09 07:04,-5.6,1.3,63.6
108,2021-02-09 07:05,-5.6,1,63.3
108,2021-02-09 07:06,-5.6,.7,64
108,2021-02-09 07:07,-5.6,1,63.7
108,2021-02-09 07:08,-5.6,1.5,63.2
108,2021-02-09 07:09,-5.5,1.4,63.9
108,2021-02-09 07:10,-5.5,1.9,63.8
108,2021-02-09 07:11,-5.5,1.4,62.9
108,2021-02-09 07:12,-5.4,1.4,63.5
108,2021-02-09 07:13,-5.5,1.2,62.9
108,2021-02-09 07:14,-5.5,1,62.6
108,2021-02-09 07:15,-5.5,1.3,62.2
108,2021-02-09 07:16,-5.5,.9,62.3
108,2021-02-09 07:17,-5.5,1.1,62.8
108,2021-02-09 07:18,-5.6,1,63.3
108,2021-02-09 07:19,-5.6,.8,62.4
108,2021-02-09 07:20,-5.6,.9,63.3
108,2021-02-09 07:21,-5.6,1,62.7
108,2021-02-09 07:22,-5.6,.9,63.2
108,2021-02-09 07:23,-5.6,.9,63.2
108,2021-02-09 07:24,-5.6,.8,63.2
108,2021-02-09 07:25,-5.6,.8,63.2
108,2021-02-09 07:26,-5.6,.8,63.5
108,2021-02-09 07:27,-5.7,.7,63.1
108,2021-02-09 07:28,-5.7,.9,63.1
108,2021-02-09 07:29,-5.7,.6,62.6
108,2021-02-09 07:30,-5.7,.8,63.1
108,2021-02-09 07:31,-5.7,1,63.1
108,2021-02-09 07:32,-5.7,1.1,63.4
108,2021-02-09 07:33,-5.7,.9,63.7
108,2021-02-09 07:34,-5.7,.8,63.5
108,2021-02-09 07:35,-5.7,1.1,63.3
108,2021-02-09 07:36,-5.7,1.2,63.3
108,2021-02-09 07:37,-5.7,1,64
108,2021-02-09 07:38,-5.7,.9,63.4
108,2021-02-09 07:39,-5.6,1,63.5
108,2021-02-09 07:40,-5.6,1,64.2
108,2021-02-09 07:41,-5.6,1.4,63.3
108,2021-02-09 07:42,-5.6,1.3,63.3
108,2021-02-09 07:43,-5.6,1,63.6
108,2021-02-09 07:44,-5.6,1.1,62.8
108,2021-02-09 07:45,-5.6,1,62.9
108,2021-02-09 07:46,-5.6,1,63.2
108,2021-02-09 07:47,-5.6,.7,63.9
108,2021-02-09 07:48,-5.6,1.1,64
108,2021-02-09 07:49,-5.6,1.2,64
108,2021-02-09 07:50,-5.6,.9,63.7
108,2021-02-09 07:51,-5.6,1,63.4
108,2021-02-09 07:52,-5.5,1,64.1
108,2021-02-09 07:53,-5.5,.9,64.5
108,2021-02-09 07:54,-5.5,.4,64.2
108,2021-02-09 07:55,-5.5,.5,63.7
108,2021-02-09 07:56,-5.6,1,63.8
108,2021-02-09 07:57,-5.6,.9,63.6
108,2021-02-09 07:58,-5.6,.6,63.7
108,2021-02-09 07:59,-5.6,.6,64
108,2021-02-09 08:00,-5.6,.9,63.6
108,2021-02-09 08:01,-5.6,.9,63.5
108,2021-02-09 08:02,-5.6,.7,63.3
108,2021-02-09 08:03,-5.6,.5,63.6
108,2021-02-09 08:04,-5.6,.7,63.5
108,2021-02-09 08:05,-5.5,.9,63.4
108,2021-02-09 08:06,-5.5,.9,63.9
108,2021-02-09 08:07,-5.5,.9,64.2
108,2021-02-09 08:08,-5.5,1.2,63.9
108,2021-02-09 08:09,-5.6,1.1,65
108,2021-02-09 08:10,-5.5,1,64.4
108,2021-02-09 08:11,-5.5,1.1,64.8
108,2021-02-09 08:12,-5.5,1.5,64.1
108,2021-02-09 08:13,-5.4,1.5,64
108,2021-02-09 08:14,-5.4,1.3,63.8
108,2021-02-09 08:15,-5.4,1.2,64
108,2021-02-09 08:16,-5.4,1.3,63.5
108,2021-02-09 08:17,-5.3,1,63.5
108,2021-02-09 08:18,-5.3,1.1,63.8
108,2021-02-09 08:19,-5.3,1.4,63.4
108,2021-02-09 08:20,-5.3,1.3,63.5
108,2021-02-09 08:21,-5.2,.8,63.4
108,2021-02-09 08:22,-5.2,1.1,63.4
108,2021-02-09 08:23,-5.2,1.3,63.7
108,2021-02-09 08:24,-5.2,1.4,63.5
108,2021-02-09 08:25,-5.1,1.4,63.8
108,2021-02-09 08:26,-5,1.6,62.7
108,2021-02-09 08:27,-5,1.4,62.8
108,2021-02-09 08:28,-5,1.2,62.7
108,2021-02-09 08:29,-5,1,62.3
108,2021-02-09 08:30,-5,1.1,62.1
108,2021-02-09 08:31,-5,1.1,61.7
108,2021-02-09 08:32,-4.9,1,61.4
108,2021-02-09 08:33,-4.9,1.2,61.3
108,2021-02-09 08:34,-4.9,.8,61.2
108,2021-02-09 08:35,-4.9,1,61.3
108,2021-02-09 08:36,-4.9,.9,61.1
108,2021-02-09 08:37,-4.9,.8,60.3
108,2021-02-09 08:38,-4.9,.8,60.4
108,2021-02-09 08:39,-4.9,.5,60.5
108,2021-02-09 08:40,-4.8,.6,60.3
108,2021-02-09 08:41,-4.8,.3,60.5
108,2021-02-09 08:42,-4.8,1.2,60.1
108,2021-02-09 08:43,-4.8,1.3,60.1
108,2021-02-09 08:44,-4.8,1.3,59.7
108,2021-02-09 08:45,-4.7,1.3,59.6
108,2021-02-09 08:46,-4.7,1,59.3
108,2021-02-09 08:47,-4.7,.5,58.6
108,2021-02-09 08:48,-4.7,1.1,58.4
108,2021-02-09 08:49,-4.7,1.4,58.9
108,2021-02-09 08:50,-4.6,1.7,58.7
108,2021-02-09 08:51,-4.5,1.9,58.8
108,2021-02-09 08:52,-4.5,1.4,58.2
108,2021-02-09 08:53,-4.5,1.1,58.1
108,2021-02-09 08:54,-4.5,.8,58.7
108,2021-02-09 08:55,-4.4,.9,57.6
108,2021-02-09 08:56,-4.4,1,58.1
108,2021-02-09 08:57,-4.3,1.5,58.1
108,2021-02-09 08:58,-4.3,.9,58.1
108,2021-02-09 08:59,-4.3,.8,57.9
108,2021-02-09 09:00,-4.3,.5,57.8
108,2021-02-09 09:01,-4.2,1.1,58.1
108,2021-02-09 09:02,-4.2,1.7,57.4
108,2021-02-09 09:03,-4.1,1.4,57.9
108,2021-02-09 09:04,-4.1,1.4,57.8
108,2021-02-09 09:05,-4.1,1.3,57.3
108,2021-02-09 09:06,-4,1.2,57.8
108,2021-02-09 09:07,-4,1.6,57.9
108,2021-02-09 09:08,-3.9,2,57.1
108,2021-02-09 09:09,-3.8,1.9,56.5
108,2021-02-09 09:10,-3.8,1.6,55.9
108,2021-02-09 09:11,-3.7,1.1,55
108,2021-02-09 09:12,-3.7,.7,55.4
108,2021-02-09 09:13,-3.7,.6,55.6
108,2021-02-09 09:14,-3.7,.7,55.7
108,2021-02-09 09:15,-3.6,.8,56.1
108,2021-02-09 09:16,-3.6,.7,56.5
108,2021-02-09 09:17,-3.6,.6,55.5
108,2021-02-09 09:18,-3.5,1.8,56.2
108,2021-02-09 09:19,-3.4,2.4,55.2
108,2021-02-09 09:20,-3.4,2.4,55.2
108,2021-02-09 09:21,-3.3,1.9,54.1
108,2021-02-09 09:22,-3.3,1.6,54.4
