id,time,temp,wv,humi
402,2019-08-02 01:33,25.7,1.1,89
402,2019-08-02 01:34,25.6,.9,89.2
402,2019-08-02 01:35,25.6,1.3,89.4
402,2019-08-02 01:36,25.6,1.1,89.5
402,2019-08-02 01:37,25.5,1.2,89.7
402,2019-08-02 01:38,25.5,1.1,89.8
402,2019-08-02 01:39,25.5,1.3,89.9
402,2019-08-02 01:40,25.5,1,90.1
402,2019-08-02 01:41,25.4,.8,90.2
402,2019-08-02 01:42,25.4,.6,90.3
402,2019-08-02 01:43,25.4,1,90.4
402,2019-08-02 01:44,25.4,1.2,90.5
402,2019-08-02 01:45,25.4,1.1,90.5
402,2019-08-02 01:46,25.3,1.3,90.6
402,2019-08-02 01:47,25.3,1.3,90.7
402,2019-08-02 01:48,25.3,1.2,90.9
402,2019-08-02 01:49,25.3,1.2,90.9
402,2019-08-02 01:50,25.3,1.2,90.9
402,2019-08-02 01:51,25.3,1.1,90.9
402,2019-08-02 01:52,25.3,1.2,90.9
402,2019-08-02 01:53,25.3,1,90.8
402,2019-08-02 01:54,25.3,.9,90.9
402,2019-08-02 01:55,25.3,.8,90.9
402,2019-08-02 01:56,25.3,.4,90.9
402,2019-08-02 01:57,25.3,0,90.9
402,2019-08-02 01:58,25.4,.4,90.9
402,2019-08-02 01:59,25.4,.7,90.8
402,2019-08-02 02:00,25.3,.6,90.8
402,2019-08-02 02:01,25.4,.3,90.8
402,2019-08-02 02:02,25.4,.1,90.8
402,2019-08-02 02:03,25.4,0,90.8
402,2019-08-02 02:04,25.4,0,90.7
402,2019-08-02 02:05,25.4,0,90.6
402,2019-08-02 02:06,25.4,0,90.5
402,2019-08-02 02:07,25.4,0,90.6
402,2019-08-02 02:08,25.4,0,90.5
402,2019-08-02 02:09,25.3,0,90.6
402,2019-08-02 02:10,25.3,0,90.8
402,2019-08-02 02:11,25.3,.7,90.9
402,2019-08-02 02:12,25.3,.7,91.1
402,2019-08-02 02:13,25.4,.5,91.2
402,2019-08-02 02:14,25.4,0,91.2
402,2019-08-02 02:15,25.4,.5,91.2
402,2019-08-02 02:16,25.4,.1,91.2
402,2019-08-02 02:17,25.4,0,91.3
402,2019-08-02 02:18,25.4,0,91.3
402,2019-08-02 02:19,25.4,0,91.2
402,2019-08-02 02:20,25.5,0,91.2
402,2019-08-02 02:21,25.5,0,91.3
402,2019-08-02 02:22,25.5,0,91.2
402,2019-08-02 02:23,25.5,0,91.3
402,2019-08-02 02:24,25.5,0,91.3
402,2019-08-02 02:25,25.5,0,91.2
402,2019-08-02 02:26,25.5,0,91.2
402,2019-08-02 02:27,25.5,0,91.2
402,2019-08-02 02:28,25.5,0,91.2
402,2019-08-02 02:29,25.5,0,91.2
402,2019-08-02 02:30,25.5,0,91.1
402,2019-08-02 02:31,25.5,0,91.2
402,2019-08-02 02:32,25.5,0,91.1
402,2019-08-02 02:33,25.6,0,91.1
402,2019-08-02 02:34,25.6,.7,91
402,2019-08-02 02:35,25.5,1.3,90.9
402,2019-08-02 02:36,25.4,.9,90.9
402,2019-08-02 02:37,25.4,.8,91.1
402,2019-08-02 02:38,25.4,.9,91.1
402,2019-08-02 02:39,25.3,.9,91.2
402,2019-08-02 02:40,25.3,1,91.2
402,2019-08-02 02:41,25.3,.9,91.3
402,2019-08-02 02:42,25.3,.9,91.3
402,2019-08-02 02:43,25.3,1,91.3
402,2019-08-02 02:44,25.2,.9,91.4
402,2019-08-02 02:45,25.2,1.2,91.5
402,2019-08-02 02:46,25.2,.9,91.6
402,2019-08-02 02:47,25.2,.9,91.6
402,2019-08-02 02:48,25.2,.4,91.8
402,2019-08-02 02:49,25.1,.3,91.8
402,2019-08-02 02:50,25.2,0,92
402,2019-08-02 02:51,25.2,0,92.1
402,2019-08-02 02:52,25.3,0,92.1
402,2019-08-02 02:53,25.3,0,92
402,2019-08-02 02:54,25.3,0,92
402,2019-08-02 02:55,25.3,0,91.9
402,2019-08-02 02:56,25.3,0,91.8
402,2019-08-02 02:57,25.3,0,91.8
402,2019-08-02 02:58,25.3,0,91.8
402,2019-08-02 02:59,25.3,0,91.8
402,2019-08-02 03:00,25.3,0,91.8
402,2019-08-02 03:01,25.4,0,91.8
402,2019-08-02 03:02,25.4,0,91.7
402,2019-08-02 03:03,25.4,0,91.8
402,2019-08-02 03:04,25.4,0,91.8
402,2019-08-02 03:05,25.4,0,91.7
402,2019-08-02 03:06,25.4,0,91.8
402,2019-08-02 03:07,25.4,0,91.7
402,2019-08-02 03:08,25.3,0,91.7
402,2019-08-02 03:09,25.3,0,91.7
402,2019-08-02 03:10,25.2,.8,91.8
402,2019-08-02 03:11,25.2,0,92.1
402,2019-08-02 03:12,25.2,0,92.2
402,2019-08-02 03:13,25.3,0,92.2
402,2019-08-02 03:14,25.3,0,92.2
402,2019-08-02 03:15,25.3,0,92.1
402,2019-08-02 03:16,25.3,0,92
402,2019-08-02 03:17,25.3,0,92
402,2019-08-02 03:18,25.3,0,92.1
402,2019-08-02 03:19,25.3,0,92
402,2019-08-02 03:20,25.2,0,92
402,2019-08-02 03:21,25.2,0,92.1
402,2019-08-02 03:22,25.1,1.2,92.2
402,2019-08-02 03:23,25.1,.4,92.3
402,2019-08-02 03:24,25.1,0,92.4
402,2019-08-02 03:25,25.1,0,92.6
402,2019-08-02 03:26,25.1,0,92.6
402,2019-08-02 03:27,25.1,0,92.6
402,2019-08-02 03:28,25.1,0,92.7
402,2019-08-02 03:29,25.1,0,92.8
402,2019-08-02 03:30,25.1,0,92.9
402,2019-08-02 03:31,25,0,93
402,2019-08-02 03:32,25,.9,92.9
402,2019-08-02 03:33,25,.8,93
402,2019-08-02 03:34,25,.9,93
402,2019-08-02 03:35,25,.8,93.1
402,2019-08-02 03:36,24.9,.6,93.1
402,2019-08-02 03:37,24.9,.4,93.2
402,2019-08-02 03:38,24.9,.7,93.3
402,2019-08-02 03:39,24.9,.2,93.4
402,2019-08-02 03:40,24.9,.5,93.5
402,2019-08-02 03:41,24.9,.3,93.6
402,2019-08-02 03:42,24.9,.6,93.6
402,2019-08-02 03:43,24.9,.6,93.6
402,2019-08-02 03:44,24.9,.8,93.7
402,2019-08-02 03:45,24.8,1.1,93.6
402,2019-08-02 03:46,24.8,1,93.7
402,2019-08-02 03:47,24.8,.8,93.8
402,2019-08-02 03:48,24.7,.9,93.9
402,2019-08-02 03:49,24.7,.9,94
402,2019-08-02 03:50,24.7,.9,94.1
402,2019-08-02 03:51,24.7,.7,94.1
402,2019-08-02 03:52,24.7,.7,94.2
402,2019-08-02 03:53,24.7,0,94.3
402,2019-08-02 03:54,24.7,.7,94.4
402,2019-08-02 03:55,24.7,.6,94.4
402,2019-08-02 03:56,24.7,.6,94.5
402,2019-08-02 03:57,24.7,.2,94.6
402,2019-08-02 03:58,24.7,.7,94.5
402,2019-08-02 03:59,24.7,1,94.6
402,2019-08-02 04:00,24.7,.7,94.7
402,2019-08-02 04:01,24.7,.7,94.7
402,2019-08-02 04:02,24.7,1.1,94.8
402,2019-08-02 04:03,24.7,1,94.8
402,2019-08-02 04:04,24.7,.9,94.9
402,2019-08-02 04:05,24.7,.7,94.9
402,2019-08-02 04:06,24.7,.9,94.9
402,2019-08-02 04:07,24.7,1,94.9
402,2019-08-02 04:08,24.7,.8,94.9
402,2019-08-02 04:09,24.7,.8,94.9
402,2019-08-02 04:10,24.7,.6,94.9
402,2019-08-02 04:11,24.7,.4,94.9
402,2019-08-02 04:12,24.7,.7,94.9
402,2019-08-02 04:13,24.7,.3,94.9
402,2019-08-02 04:14,24.7,.7,94.9
402,2019-08-02 04:15,24.7,.4,94.9
402,2019-08-02 04:16,24.7,.8,94.9
402,2019-08-02 04:17,24.6,.5,94.9
402,2019-08-02 04:18,24.7,.4,95
402,2019-08-02 04:19,24.7,.5,94.9
402,2019-08-02 04:20,24.7,0,95
402,2019-08-02 04:21,24.7,0,95
402,2019-08-02 04:22,24.7,0,95
402,2019-08-02 04:23,24.7,0,95
402,2019-08-02 04:24,24.7,0,95
402,2019-08-02 04:25,24.7,0,95
402,2019-08-02 04:26,24.7,0,95
402,2019-08-02 04:27,24.7,0,95.1
402,2019-08-02 04:28,24.7,0,95.1
402,2019-08-02 04:29,24.7,.7,95.1
402,2019-08-02 04:30,24.7,.5,95.1
402,2019-08-02 04:31,24.7,.3,95.2
402,2019-08-02 04:32,24.7,0,95.2
402,2019-08-02 04:33,24.7,0,95.2
402,2019-08-02 04:34,24.8,0,95.2
402,2019-08-02 04:35,24.8,0,95.1
402,2019-08-02 04:36,24.8,.7,95
402,2019-08-02 04:37,24.8,.3,95
402,2019-08-02 04:38,24.8,1,95.1
402,2019-08-02 04:39,24.9,.3,95.1
402,2019-08-02 04:40,24.9,0,94.9
402,2019-08-02 04:41,24.8,0,94.9
402,2019-08-02 04:42,24.8,0,94.8
402,2019-08-02 04:43,24.8,0,94.9
402,2019-08-02 04:44,24.8,.5,94.8
402,2019-08-02 04:45,24.8,.5,94.8
402,2019-08-02 04:46,24.8,.5,94.8
402,2019-08-02 04:47,24.8,0,94.9
402,2019-08-02 04:48,24.8,0,94.9
402,2019-08-02 04:49,24.8,.7,94.9
402,2019-08-02 04:50,24.8,.1,94.9
402,2019-08-02 04:51,24.7,1.4,94.9
402,2019-08-02 04:52,24.7,1.2,94.9
402,2019-08-02 04:53,24.7,.7,94.9
402,2019-08-02 04:54,24.7,.9,94.9
402,2019-08-02 04:55,24.7,.9,95
402,2019-08-02 04:56,24.7,.7,95
402,2019-08-02 04:57,24.7,1,95
402,2019-08-02 04:58,24.7,.6,95
402,2019-08-02 04:59,24.7,.7,95
402,2019-08-02 05:00,24.7,.4,95
402,2019-08-02 05:01,24.7,.6,94.9
402,2019-08-02 05:02,24.7,.4,94.9
402,2019-08-02 05:03,24.7,.5,94.9
402,2019-08-02 05:04,24.7,.4,94.9
402,2019-08-02 05:05,24.7,0,94.9
402,2019-08-02 05:06,24.7,0,94.9
402,2019-08-02 05:07,24.7,0,94.9
402,2019-08-02 05:08,24.7,.9,94.8
402,2019-08-02 05:09,24.7,.8,94.9
402,2019-08-02 05:10,24.7,.8,94.9
402,2019-08-02 05:11,24.7,0,94.8
402,2019-08-02 05:12,24.7,0,94.8
402,2019-08-02 05:13,24.7,0,94.8
402,2019-08-02 05:14,24.7,.9,94.9
402,2019-08-02 05:15,24.7,.6,94.8
402,2019-08-02 05:16,24.7,1.8,94.8
402,2019-08-02 05:17,24.6,1.9,94.7
402,2019-08-02 05:18,24.6,1.5,94.7
402,2019-08-02 05:19,24.6,.6,94.8
402,2019-08-02 05:20,24.6,1.7,94.9
402,2019-08-02 05:21,24.6,1.5,94.9
402,2019-08-02 05:22,24.7,.5,94.9
402,2019-08-02 05:23,24.7,.6,94.9
402,2019-08-02 05:24,24.7,.6,94.9
402,2019-08-02 05:25,24.7,.5,94.9
402,2019-08-02 05:26,24.7,.6,94.8
402,2019-08-02 05:27,24.7,.4,94.8
402,2019-08-02 05:28,24.7,1.5,94.8
402,2019-08-02 05:29,24.7,1.3,94.8
402,2019-08-02 05:30,24.7,2,94.7
402,2019-08-02 05:31,24.7,1.3,94.7
402,2019-08-02 05:32,24.7,1.4,94.7
402,2019-08-02 05:33,24.7,1.5,94.6
402,2019-08-02 05:34,24.7,1.8,94.6
402,2019-08-02 05:35,24.7,1.7,94.5
402,2019-08-02 05:36,24.7,1.8,94.5
402,2019-08-02 05:37,24.7,2.1,94.4
402,2019-08-02 05:38,24.7,2.1,94.4
402,2019-08-02 05:39,24.7,2.2,94.3
402,2019-08-02 05:40,24.7,1.6,94.4
402,2019-08-02 05:41,24.7,1.6,94.3
402,2019-08-02 05:42,24.7,1.9,94.5
402,2019-08-02 05:43,24.7,1,94.5
402,2019-08-02 05:44,24.7,.6,94.5
402,2019-08-02 05:45,24.7,.5,94.4
402,2019-08-02 05:46,24.7,.4,94.4
402,2019-08-02 05:47,24.7,1,94.4
402,2019-08-02 05:48,24.7,1.5,94.4
402,2019-08-02 05:49,24.7,1.6,94.4
402,2019-08-02 05:50,24.7,1.1,94.4
402,2019-08-02 05:51,24.7,1.1,94.4
402,2019-08-02 05:52,24.7,1.3,94.5
402,2019-08-02 05:53,24.7,1.4,94.5
402,2019-08-02 05:54,24.6,1,94.5
402,2019-08-02 05:55,24.7,1.6,94.6
402,2019-08-02 05:56,24.6,1.5,94.6
402,2019-08-02 05:57,24.6,1.3,94.6
402,2019-08-02 05:58,24.6,1.4,94.6
402,2019-08-02 05:59,24.6,1.6,94.6
402,2019-08-02 06:00,24.6,1.3,94.7
402,2019-08-02 06:01,24.6,1.8,94.7
402,2019-08-02 06:02,24.6,1.9,94.7
402,2019-08-02 06:03,24.6,2,94.7
402,2019-08-02 06:04,24.7,1.8,94.7
402,2019-08-02 06:05,24.7,1.3,94.7
402,2019-08-02 06:06,24.7,1.3,94.7
402,2019-08-02 06:07,24.7,1.9,94.8
402,2019-08-02 06:08,24.7,1.9,94.8
402,2019-08-02 06:09,24.7,1.4,94.8
402,2019-08-02 06:10,24.7,1.7,94.8
402,2019-08-02 06:11,24.7,1.3,94.8
402,2019-08-02 06:12,24.7,1.6,94.8
402,2019-08-02 06:13,24.7,1.5,94.8
402,2019-08-02 06:14,24.8,.9,94.8
402,2019-08-02 06:15,24.8,1.2,94.7
402,2019-08-02 06:16,24.8,1.1,94.7
402,2019-08-02 06:17,24.8,1.1,94.6
402,2019-08-02 06:18,24.8,1.3,94.5
402,2019-08-02 06:19,24.9,.8,94.5
402,2019-08-02 06:20,24.9,.8,94.4
402,2019-08-02 06:21,24.9,.4,94.3
402,2019-08-02 06:22,25,.4,94.2
402,2019-08-02 06:23,25,0,94.1
402,2019-08-02 06:24,25,.2,94.1
402,2019-08-02 06:25,25,.5,94
402,2019-08-02 06:26,25,0,93.8
402,2019-08-02 06:27,25,.5,93.7
402,2019-08-02 06:28,25.1,0,93.8
402,2019-08-02 06:29,25,0,93.5
402,2019-08-02 06:30,25.1,0,93.4
402,2019-08-02 06:31,25.2,0,93.7
402,2019-08-02 06:32,25.2,0,93.5
402,2019-08-02 06:33,25.2,0,93.3
402,2019-08-02 06:34,25.2,.9,93.2
402,2019-08-02 06:35,25.3,1,93.1
402,2019-08-02 06:36,25.2,.9,93
402,2019-08-02 06:37,25.2,.9,92.7
402,2019-08-02 06:38,25.2,1.4,92.7
402,2019-08-02 06:39,25.2,1.3,92.5
402,2019-08-02 06:40,25.2,.9,92.5
402,2019-08-02 06:41,25.2,.7,92.5
402,2019-08-02 06:42,25.2,1.3,92.6
402,2019-08-02 06:43,25.2,1.8,92.7
402,2019-08-02 06:44,25.1,1.8,92.6
402,2019-08-02 06:45,25.1,1.7,92.8
402,2019-08-02 06:46,25.1,2.2,92.7
402,2019-08-02 06:47,25,1.6,92.7
402,2019-08-02 06:48,25,1.7,92.7
402,2019-08-02 06:49,25,2.1,92.8
402,2019-08-02 06:50,25,1.5,92.9
402,2019-08-02 06:51,25,1.7,93.1
402,2019-08-02 06:52,25,1.6,92.9
402,2019-08-02 06:53,25,2.1,93.1
402,2019-08-02 06:54,25,1.8,93
402,2019-08-02 06:55,25,2.3,93.1
402,2019-08-02 06:56,25.1,1.5,92.9
402,2019-08-02 06:57,25.1,2,93
402,2019-08-02 06:58,25.1,1.8,92.8
402,2019-08-02 06:59,25.1,.9,93
402,2019-08-02 07:00,25.1,1.4,92.8
402,2019-08-02 07:01,25.1,1.2,92.7
402,2019-08-02 07:02,25.2,1,93
402,2019-08-02 07:03,25.3,1.2,93
402,2019-08-02 07:04,25.3,.8,92.9
402,2019-08-02 07:05,25.3,.8,92.8
402,2019-08-02 07:06,25.4,.9,92.5
402,2019-08-02 07:07,25.5,1,92.3
402,2019-08-02 07:08,25.5,1,92.3
402,2019-08-02 07:09,25.5,1,91.9
402,2019-08-02 07:10,25.5,1,91.5
402,2019-08-02 07:11,25.5,1.1,91.4
402,2019-08-02 07:12,25.5,.7,91.2
402,2019-08-02 07:13,25.5,.9,91.2
402,2019-08-02 07:14,25.5,.6,91
402,2019-08-02 07:15,25.5,.9,90.8
402,2019-08-02 07:16,25.6,.9,90.8
402,2019-08-02 07:17,25.6,1.2,90.8
402,2019-08-02 07:18,25.7,1.3,90.7
402,2019-08-02 07:19,25.7,1.2,90.6
402,2019-08-02 07:20,25.7,.9,90.5
402,2019-08-02 07:21,25.7,.8,90.2
402,2019-08-02 07:22,25.7,.6,90
402,2019-08-02 07:23,25.7,.6,90
402,2019-08-02 07:24,25.8,.8,89.8
402,2019-08-02 07:25,25.9,.8,89.9
402,2019-08-02 07:26,25.9,.5,89.2
402,2019-08-02 07:27,25.9,.1,89.4
402,2019-08-02 07:28,25.9,.4,89.1
402,2019-08-02 07:29,25.9,.6,89.1
402,2019-08-02 07:30,26,.2,89.3
402,2019-08-02 07:31,26.1,0,89
402,2019-08-02 07:32,26.1,0,88.9
402,2019-08-02 07:33,26.1,0,89.3
402,2019-08-02 07:34,26.1,0,89.2
402,2019-08-02 07:35,26.1,.3,89.2
402,2019-08-02 07:36,26.1,0,88.5
402,2019-08-02 07:37,26.2,.1,89.5
402,2019-08-02 07:38,26.3,.4,88.4
402,2019-08-02 07:39,26.4,.4,88.7
402,2019-08-02 07:40,26.5,1.3,87.6
402,2019-08-02 07:41,26.5,.8,87.7
402,2019-08-02 07:42,26.6,.3,86.7
402,2019-08-02 07:43,26.6,.1,87.3
402,2019-08-02 07:44,26.6,1.1,86.8
402,2019-08-02 07:45,26.7,.9,86.5
402,2019-08-02 07:46,26.7,1.4,86
402,2019-08-02 07:47,26.7,1,85.6
402,2019-08-02 07:48,26.7,.6,85.6
402,2019-08-02 07:49,26.7,.8,85.5
402,2019-08-02 07:50,26.8,1,86.1
402,2019-08-02 07:51,26.8,.4,84.9
402,2019-08-02 07:52,26.7,0,85.6
402,2019-08-02 07:53,26.7,0,84.8
402,2019-08-02 07:54,26.6,0,85.7
402,2019-08-02 07:55,26.7,1.1,85.7
402,2019-08-02 07:56,27.1,1.8,85.6
402,2019-08-02 07:57,27.2,1.9,84.1
402,2019-08-02 07:58,26.9,1.7,83.9
402,2019-08-02 07:59,26.8,1.4,84.5
402,2019-08-02 08:00,26.7,.6,84.6
402,2019-08-02 08:01,26.5,0,84.7
402,2019-08-02 08:02,26.5,0,85.2
402,2019-08-02 08:03,26.5,.2,85.1
402,2019-08-02 08:04,26.6,.8,85.4
402,2019-08-02 08:05,26.7,1.4,85.6
402,2019-08-02 08:06,26.8,.5,85.5
402,2019-08-02 08:07,26.9,1.4,84.6
402,2019-08-02 08:08,26.8,1.3,84.9
402,2019-08-02 08:09,26.9,.7,85.2
402,2019-08-02 08:10,27,.9,85.5
402,2019-08-02 08:11,27.1,.4,85.4
402,2019-08-02 08:12,27.2,.6,84.2
402,2019-08-02 08:13,27.2,.7,83.6
402,2019-08-02 08:14,27.2,.2,83.5
402,2019-08-02 08:15,27.4,1.5,83.1
402,2019-08-02 08:16,27.6,.5,82.9
402,2019-08-02 08:17,27.8,1.9,82.5
402,2019-08-02 08:18,27.8,2,81.7
402,2019-08-02 08:19,27.6,2,80.6
402,2019-08-02 08:20,27.6,1.4,81.1
402,2019-08-02 08:21,27.5,1.1,79.7
402,2019-08-02 08:22,27.4,.5,80.6
402,2019-08-02 08:23,27.6,1.1,79.8
402,2019-08-02 08:24,27.3,1.3,80.1
402,2019-08-02 08:25,27.3,1.4,81.2
402,2019-08-02 08:26,27.4,.8,80.1
402,2019-08-02 08:27,27.3,1.2,80
402,2019-08-02 08:28,27.3,.8,80
402,2019-08-02 08:29,27.4,.4,81.3
402,2019-08-02 08:30,27.8,1.4,80.3
402,2019-08-02 08:31,28,1.6,79.8
402,2019-08-02 08:32,28,1.7,78.9
402,2019-08-02 08:33,27.8,1.6,79.8
402,2019-08-02 08:34,28,1.3,79.3
402,2019-08-02 08:35,28.1,1,78.9
402,2019-08-02 08:36,28.1,.5,79.4
402,2019-08-02 08:37,27.9,.8,78.4
402,2019-08-02 08:38,28.1,1.8,79.9
402,2019-08-02 08:39,28.2,1.1,79.2
402,2019-08-02 08:40,28.1,1.6,79.5
402,2019-08-02 08:41,28.2,2,81.3
402,2019-08-02 08:42,28.1,2.4,80.1
402,2019-08-02 08:43,28,1.4,79.8
402,2019-08-02 08:44,27.9,1.3,79.1
402,2019-08-02 08:45,27.7,1.4,79
402,2019-08-02 08:46,27.7,1,80.2
402,2019-08-02 08:47,27.8,1,79.4
402,2019-08-02 08:48,27.9,1,79.9
402,2019-08-02 08:49,28,1,79.8
402,2019-08-02 08:50,28,1.3,80
402,2019-08-02 08:51,28.2,.6,79.6
402,2019-08-02 08:52,28.3,.2,79.1
402,2019-08-02 08:53,28.5,.5,78
402,2019-08-02 08:54,28.4,.9,77.3
402,2019-08-02 08:55,28.3,1.7,77.6
402,2019-08-02 08:56,28.4,1.3,78.3
402,2019-08-02 08:57,28.5,.6,77.5
402,2019-08-02 08:58,28.6,1.5,76.2
402,2019-08-02 08:59,28.4,.8,76.3
402,2019-08-02 09:00,28.4,1.3,76.7
402,2019-08-02 09:01,28.5,1.8,76.5
402,2019-08-02 09:02,28.6,1.8,76.6
402,2019-08-02 09:03,28.6,1.4,76.5
402,2019-08-02 09:04,28.7,1.7,76.2
402,2019-08-02 09:05,28.8,.5,74.8
402,2019-08-02 09:06,28.9,1.6,74.8
402,2019-08-02 09:07,28.9,1.6,74.9
402,2019-08-02 09:08,28.8,2.4,75.6
402,2019-08-02 09:09,28.7,1.8,74.9
402,2019-08-02 09:10,28.5,1.6,75.3
402,2019-08-02 09:11,28.6,1.4,74.9
402,2019-08-02 09:12,28.6,1.4,74.5
402,2019-08-02 09:13,28.5,1.7,75
402,2019-08-02 09:14,28.7,1.1,74.9
402,2019-08-02 09:15,28.5,1.6,74.5
402,2019-08-02 09:16,28.4,1,76.2
402,2019-08-02 09:17,28.5,.3,74.2
402,2019-08-02 09:18,28.4,1.1,74.8
402,2019-08-02 09:19,28.6,2.4,76.1
402,2019-08-02 09:20,28.7,1.9,74.1
402,2019-08-02 09:21,28.6,1.3,74.2
402,2019-08-02 09:22,28.4,1,74.6
402,2019-08-02 09:23,28.6,.6,74.7
402,2019-08-02 09:24,28.4,0,75.3
402,2019-08-02 09:25,28.3,.3,75.7
402,2019-08-02 09:26,28.4,.1,75.4
402,2019-08-02 09:27,28.3,.5,74.8
402,2019-08-02 09:28,28.4,1.9,75.2
402,2019-08-02 09:29,28.3,1.6,75.1
402,2019-08-02 09:30,28.3,1.7,74.6
402,2019-08-02 09:31,28.3,1.3,74.3
402,2019-08-02 09:32,28.1,.9,74.1
402,2019-08-02 09:33,28,.9,75.1
402,2019-08-02 09:34,28,1.8,74.8
402,2019-08-02 09:35,28,.6,74.7
402,2019-08-02 09:36,27.9,.8,75.4
402,2019-08-02 09:37,27.9,.1,75.5
402,2019-08-02 09:38,27.9,0,75.4
402,2019-08-02 09:39,27.9,0,75.9
402,2019-08-02 09:40,28,0,76.9
402,2019-08-02 09:41,28,.1,76.6
402,2019-08-02 09:42,28,.5,77
402,2019-08-02 09:43,28.1,.3,77.3
402,2019-08-02 09:44,28.3,.5,76.4
402,2019-08-02 09:45,28.5,1.2,76.4
402,2019-08-02 09:46,28.4,1.5,75.2
402,2019-08-02 09:47,28.4,1.5,74.6
402,2019-08-02 09:48,28.4,.7,74.2
402,2019-08-02 09:49,28.2,0,75
402,2019-08-02 09:50,28.4,.2,76
402,2019-08-02 09:51,28.5,.4,75.3
402,2019-08-02 09:52,28.5,1,75.2
402,2019-08-02 09:53,28.7,.7,75
402,2019-08-02 09:54,28.9,1.3,73.5
